CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Salary,Churn
610,Spain,Male,42,6,0.0,2,1,0,158303,1
756,France,Male,34,1,103133.26,1,1,1,90059,0
534,France,Male,27,9,0.0,2,1,0,161344,0
710,Germany,Male,45,9,108231.37,1,1,1,188574,0
648,Spain,Male,42,2,98795.61,2,1,0,89124,0
632,Spain,Male,28,7,155519.59,1,1,0,1843,0
586,Spain,Female,57,3,0.0,2,0,1,6058,0
597,France,Female,29,1,132144.35,1,1,0,158086,0
691,Spain,Male,40,1,0.0,2,1,1,145613,0
616,Spain,Male,71,4,0.0,2,1,1,173599,0
545,France,Female,32,6,0.0,2,1,1,52067,0
604,Germany,Female,25,5,157780.84,2,1,1,58427,0
762,Spain,Female,69,9,183744.98,1,1,1,196994,0
727,France,Female,31,2,52192.08,2,0,1,160383,0
647,France,Female,40,9,0.0,2,0,1,92357,0
660,France,Female,32,0,114668.89,1,1,0,84605,0
525,France,Female,25,6,0.0,2,1,0,89567,0
850,Spain,Male,62,5,0.0,2,1,1,180244,0
649,France,Female,35,4,108306.44,1,1,1,192486,0
689,France,Female,29,1,77556.79,2,1,1,122998,0
581,Germany,Male,41,2,127913.71,2,1,1,44206,0
773,France,Male,25,2,135903.33,1,1,0,73656,0
477,France,Female,57,9,114023.64,2,1,1,71167,1
705,Spain,Female,57,3,0.0,2,1,1,34134,0
677,Germany,Female,36,10,68806.84,1,1,0,33075,0
480,France,Male,35,2,165692.91,1,1,1,197985,0
654,France,Male,36,2,112262.84,1,1,0,12873,0
503,Spain,Male,31,4,0.0,2,1,1,21645,0
786,France,Male,32,9,0.0,2,1,0,133112,0
646,France,Male,52,8,59669.43,1,0,0,172496,1
504,France,Male,42,3,134936.97,2,0,0,135179,0
639,France,Male,66,0,0.0,2,0,1,42241,0
734,France,Male,30,3,0.0,2,1,0,107640,0
817,Germany,Female,46,0,89087.89,1,0,1,87942,1
545,Spain,Female,33,7,173331.52,1,1,0,150453,0
743,France,Male,71,0,0.0,2,0,1,29838,0
644,France,Male,33,8,0.0,2,1,1,155294,0
577,Spain,Male,43,8,79757.21,1,1,0,135651,1
771,France,Female,41,10,108309.0,4,1,1,137510,1
557,Spain,Female,40,4,0.0,2,0,1,105434,0
667,France,Male,43,8,190227.46,1,1,0,97508,1
708,Germany,Male,32,3,151691.44,2,1,1,172811,0
742,Germany,Female,44,8,107926.02,1,0,1,17375,1
632,France,Male,42,4,126115.6,1,1,0,100998,0
706,Germany,Male,31,1,117020.08,2,1,0,54440,0
662,Spain,Female,54,1,187997.15,1,0,0,111443,1
628,Spain,Female,33,3,0.0,1,1,1,188193,0
622,Spain,Female,47,6,142319.03,1,0,0,100183,0
504,France,Female,49,7,0.0,3,0,1,87822,1
606,Spain,Male,36,0,94153.56,1,0,1,120138,0
720,Germany,Female,57,1,162082.31,4,0,0,27146,1
589,Spain,Female,45,1,0.0,1,0,0,125939,1
803,Spain,Male,43,3,0.0,1,1,0,72051,0
660,France,Male,34,1,0.0,2,1,0,9693,0
527,France,Female,32,7,0.0,2,1,1,44100,0
684,Spain,Male,40,2,70291.02,1,1,1,115469,1
628,Germany,Female,51,9,155903.82,2,1,1,71160,0
551,France,Female,26,2,144258.52,1,1,0,49779,0
523,Spain,Male,32,4,0.0,2,1,0,167848,0
678,Spain,Female,49,8,0.0,2,0,1,98091,0
689,France,Male,39,7,0.0,2,0,0,14917,0
717,Germany,Female,33,10,102185.42,2,1,0,23232,0
645,Spain,Male,38,1,68079.8,1,0,1,166265,0
730,France,Female,36,8,148749.29,2,1,0,91831,0
774,France,Male,60,5,85891.55,1,1,0,74135,1
600,France,Male,32,1,0.0,1,1,1,101986,0
712,France,Male,29,3,102540.61,1,1,1,189681,0
625,France,Female,51,7,136294.97,1,1,0,38867,1
565,France,Male,34,6,0.0,1,1,1,63174,0
651,France,Female,25,8,0.0,2,1,1,126761,0
546,France,Female,52,2,0.0,1,1,0,137332,1
479,France,Female,26,1,0.0,2,1,1,19117,0
679,France,Male,60,6,0.0,2,1,1,77332,0
599,Spain,Female,46,7,81742.84,2,1,0,83282,0
779,Germany,Male,37,7,120092.52,2,1,0,135926,0
654,France,Female,24,8,145081.73,1,1,1,130075,0
787,France,Male,33,1,126588.81,2,0,1,62164,0
611,France,Female,26,2,107508.93,2,1,1,120802,0
512,Germany,Female,40,8,153537.57,2,0,0,23101,0
656,Germany,Male,27,4,118627.16,2,1,1,160835,0
582,Spain,Male,26,4,65848.36,2,1,0,30149,0
636,France,Male,44,2,0.0,2,0,0,86414,0
699,France,Male,30,9,0.0,1,1,1,108162,0
850,Germany,Female,45,5,103909.86,1,1,0,60083,1
617,Spain,Male,42,0,70105.87,1,1,1,120831,0
632,Spain,Female,39,5,97854.37,2,1,0,93536,0
831,Germany,Male,44,3,111100.98,1,1,1,28144,1
559,Spain,Female,31,1,139183.06,1,0,1,143361,0
698,Spain,Female,47,6,0.0,1,1,0,50214,1
593,Germany,Female,41,4,119703.1,2,1,1,109783,0
706,Germany,Female,39,8,112889.91,1,0,1,6724,0
484,Spain,Female,39,5,0.0,2,1,1,175224,0
707,France,Female,46,7,127476.73,2,1,1,146012,0
739,France,Male,37,7,104960.46,1,0,1,80884,0
613,Germany,Female,30,5,131563.88,2,1,0,170639,0
621,Spain,Female,40,7,0.0,2,0,1,131284,1
799,Spain,Male,38,2,0.0,2,1,1,59297,0
694,France,Male,34,5,127900.03,1,1,0,101738,0
652,France,Female,80,4,0.0,2,1,1,188603,0
550,Spain,Male,62,7,80927.56,1,0,1,64491,0
494,Germany,Female,38,7,174937.64,1,1,0,40084,0
850,Spain,Female,31,3,121237.65,1,1,1,31023,0
458,Spain,Male,36,5,0.0,2,1,0,79724,0
543,Germany,Male,49,6,59532.18,1,1,0,104254,0
551,Germany,Male,31,9,82293.82,2,1,1,91565,0
797,France,Female,46,8,0.0,1,0,0,162668,0
731,Spain,Female,26,3,0.0,2,1,0,37697,0
658,France,Male,32,8,0.0,1,1,1,80411,0
677,France,Female,58,1,90022.85,1,0,1,2988,0
676,Spain,Male,35,0,0.0,2,0,0,139912,0
598,France,Female,32,4,111156.52,1,1,1,167376,0
445,Germany,Female,34,7,131082.17,2,1,1,70618,0
697,France,Female,25,4,165686.11,2,1,0,15468,0
485,France,Female,39,2,75339.64,1,1,1,70665,0
694,France,Female,30,9,0.0,2,1,1,26960,0
706,Spain,Male,53,7,0.0,2,0,1,117939,0
675,Spain,Male,32,10,0.0,2,1,0,191546,0
612,Germany,Male,76,6,96166.88,1,1,1,191393,0
652,Spain,Male,41,8,115144.68,1,1,0,188905,0
755,France,Female,29,3,0.0,3,1,0,4734,0
665,France,Female,40,6,0.0,1,1,1,161848,0
789,Germany,Male,33,8,151607.56,1,1,0,4389,0
540,France,Male,22,4,0.0,3,1,1,186233,1
583,France,Male,36,8,0.0,2,0,1,5572,0
670,Germany,Male,31,1,142631.54,2,1,1,175894,0
569,Spain,Female,34,3,0.0,1,1,0,133998,0
770,France,Male,24,9,101827.07,1,1,0,167256,0
678,Spain,Male,28,5,138668.18,1,1,1,54144,0
619,France,Male,39,5,0.0,2,1,1,158445,0
705,Spain,Male,44,0,184552.12,1,1,0,68860,1
653,Spain,Female,36,3,0.0,2,0,0,110526,0
725,Germany,Female,39,5,116803.8,1,1,0,124053,0
697,Spain,Male,56,5,110802.03,1,1,1,50230,1
728,Spain,Female,37,4,0.0,1,0,0,4539,0
742,Germany,Female,41,4,92805.72,1,0,1,73744,1
603,France,Male,32,7,0.0,1,1,0,198056,1
504,Germany,Male,56,9,104217.3,1,0,0,55857,1
731,France,Male,33,4,0.0,2,1,1,74945,0
547,Germany,Female,42,1,142703.4,1,1,0,86207,1
434,Spain,Male,33,3,0.0,1,1,1,2740,0
717,France,Female,25,7,108664.85,2,1,0,190012,0
586,France,Female,46,0,0.0,3,0,1,131554,1
778,Germany,Female,29,6,150358.97,1,1,0,62454,1
681,Spain,Female,57,2,173306.13,1,0,1,131965,0
759,France,Female,33,9,160541.36,2,0,0,93541,0
626,Germany,Male,36,2,181671.16,2,1,1,57531,0
521,France,Male,22,5,0.0,2,1,1,99828,0
725,Germany,Male,45,8,116917.07,1,0,0,173464,1
456,Germany,Male,32,9,133060.63,1,1,1,125168,0
583,France,Female,29,10,0.0,2,1,1,111286,0
693,Germany,Male,46,2,104763.41,1,1,1,62368,0
716,Germany,Male,41,8,126145.54,2,1,1,138051,0
793,Germany,Female,34,5,127758.09,1,1,0,143357,0
572,France,Female,30,6,0.0,1,0,1,175025,0
639,France,Male,22,4,0.0,2,1,0,28189,0
725,France,Male,39,4,160652.45,2,1,0,57644,0
636,France,Male,34,1,84055.43,1,0,0,37491,0
595,France,Male,46,10,0.0,1,1,0,73489,1
657,Spain,Female,41,6,112119.48,1,1,0,17537,0
673,Spain,Female,35,6,0.0,2,1,0,98619,0
816,France,Male,31,8,0.0,2,1,1,28407,0
546,France,Female,30,5,0.0,2,0,1,198543,0
665,Spain,Male,38,9,0.0,1,0,1,87413,0
465,Germany,Male,24,6,156007.09,1,1,0,191368,0
599,Spain,Male,51,0,0.0,1,1,1,175236,0
765,Spain,Male,45,2,91549.78,1,1,1,47139,0
690,France,Male,39,6,0.0,2,1,0,160533,0
697,Spain,Female,25,5,82931.85,2,1,1,128374,0
501,France,Male,57,10,0.0,2,1,1,47847,0
850,Spain,Male,39,8,0.0,2,1,1,37090,0
573,Spain,Male,33,1,160777.9,1,1,1,149536,0
727,France,Female,28,2,110997.76,1,1,0,101434,0
641,Spain,Male,32,7,0.0,2,1,1,24267,0
614,France,Male,36,1,118311.76,1,1,0,146135,0
686,Spain,Male,38,7,111484.88,1,1,1,76076,0
655,France,Male,37,6,109093.41,2,1,0,1776,0
683,France,Female,29,0,157829.12,1,0,0,129892,0
674,France,Male,28,5,0.0,1,1,1,151925,0
599,Germany,Male,39,2,188976.89,2,0,1,176142,0
655,France,Male,37,4,0.0,2,1,1,142416,0
651,Germany,Female,45,6,86714.06,1,1,0,85870,1
661,France,Female,34,0,0.0,2,1,0,185556,0
683,France,Male,39,4,0.0,2,1,0,171717,0
632,France,Male,41,0,106134.46,1,0,1,105570,0
373,France,Male,42,7,0.0,1,1,0,77786,1
598,Spain,Female,39,5,0.0,2,1,1,83103,0
604,Spain,Female,39,7,98544.11,1,1,1,52328,0
759,France,Female,22,5,0.0,1,1,0,22303,0
584,Germany,Female,62,9,137727.34,2,0,1,121103,0
529,France,Female,31,7,0.0,2,1,1,175698,0
850,Germany,Male,32,3,137714.25,1,0,1,159404,0
850,France,Female,28,9,0.0,2,1,0,185821,0
622,Spain,Female,26,8,0.0,2,1,1,124965,0
632,Germany,Male,48,6,126066.26,1,1,0,64346,1
566,France,Male,30,5,0.0,1,1,0,54927,1
758,France,Female,32,2,84378.9,1,1,1,75396,0
663,Germany,Male,37,7,143625.83,2,0,1,176487,0
750,France,Male,43,6,113882.31,1,1,1,74564,0
657,France,Female,28,7,0.0,2,0,1,5178,0
521,Spain,Female,49,4,82940.25,2,0,0,62413,1
792,Germany,Female,59,9,101609.77,1,0,0,161479,1
682,France,Male,50,6,121818.84,2,0,1,124151,0
431,Germany,Male,42,8,120822.86,2,1,0,126153,0
618,France,Female,21,2,125682.79,1,0,0,57762,0
567,Spain,Male,29,8,0.0,2,1,0,156126,0
626,France,Female,44,2,0.0,1,0,1,173117,1
686,Spain,Female,47,6,0.0,1,1,0,32081,1
634,France,Female,41,7,0.0,2,1,1,131285,0
535,France,Male,30,6,103804.97,1,1,1,125711,0
491,Germany,Male,70,6,148745.92,2,1,1,17818,0
793,Germany,Female,32,1,96408.98,1,1,1,138192,0
593,France,Female,35,6,133489.12,2,1,1,78101,0
805,Germany,Male,50,9,130023.38,1,1,0,62990,1
543,Germany,Male,41,6,143350.41,1,1,1,192070,1
794,France,Male,24,10,146126.75,1,1,1,88992,0
661,Spain,Male,20,8,0.0,1,1,0,110253,0
624,Spain,Female,38,8,0.0,2,1,0,95403,0
819,France,Male,38,9,122334.26,2,1,1,181507,0
565,France,Male,34,7,0.0,1,0,0,74594,0
692,France,Male,30,2,0.0,2,0,1,130487,0
802,France,Female,39,7,120145.96,2,0,1,59497,1
766,Germany,Male,30,4,127786.28,2,1,1,28879,0
686,France,Female,34,1,0.0,2,1,0,87278,0
637,Spain,Female,40,6,0.0,2,1,1,181611,0
764,Germany,Male,34,6,108760.27,2,1,0,166325,1
690,Germany,Male,43,2,166522.78,1,0,0,119645,1
722,France,Male,46,5,0.0,2,1,0,179909,0
841,Germany,Female,52,3,112383.03,1,1,0,85516,1
567,France,Female,26,2,0.0,2,1,1,78652,0
540,France,Male,25,5,116160.23,1,1,0,13412,0
711,France,Female,38,2,129022.06,2,1,1,14375,1
511,Germany,Female,40,9,124401.6,1,1,0,198814,1
540,France,Female,40,3,165298.12,1,0,1,199863,0
629,Germany,Female,37,1,35549.81,2,0,0,49676,0
734,Germany,Male,33,5,121898.58,1,1,0,61830,0
745,Germany,Female,44,0,119638.21,1,1,1,34265,1
594,France,Male,35,2,133853.27,1,1,1,65362,0
530,Germany,Male,23,1,137060.88,2,1,1,165227,0
682,France,Male,30,4,0.0,1,0,1,161465,0
636,Spain,Female,29,6,157576.47,2,1,1,101102,0
666,Germany,Male,38,6,99812.88,2,1,1,158358,0
650,France,Male,33,0,98064.97,1,1,0,52412,0
603,Spain,Female,39,5,162390.52,2,1,0,54703,0
694,France,Male,38,1,0.0,2,0,1,156858,0
530,Spain,Female,22,7,0.0,2,1,0,104170,0
625,France,Female,39,3,130786.92,1,0,1,121316,0
745,Spain,Male,34,7,132944.53,1,1,1,31803,0
648,France,Female,39,6,130694.89,2,1,1,153955,1
515,France,Male,41,8,0.0,2,1,1,185054,0
687,Germany,Female,41,2,154007.21,1,1,0,158408,0
703,France,Male,44,6,98862.54,1,1,0,151517,0
513,France,Female,37,6,0.0,2,1,0,110142,0
702,France,Male,26,5,56738.47,2,1,1,100442,1
637,France,Female,44,2,0.0,2,1,0,149666,0
687,Spain,Female,44,7,0.0,3,1,0,155854,1
617,Germany,Female,37,4,116471.43,2,1,0,175325,1
645,France,Female,24,3,34547.82,1,1,1,11638,0
661,Spain,Female,28,7,95357.49,1,0,0,102297,0
689,France,Male,40,8,160272.27,1,1,0,49656,0
714,Germany,Male,39,3,149887.49,2,1,0,63846,0
619,France,Female,38,3,0.0,2,0,1,116467,0
723,France,Male,28,4,0.0,2,1,1,123886,0
665,France,Female,23,9,143672.9,1,1,1,115147,0
850,France,Female,27,7,43658.33,2,1,1,3025,0
731,Spain,Female,39,2,126816.18,1,1,1,74851,0
539,Spain,Male,39,2,0.0,2,1,1,48190,0
468,Spain,Male,26,1,131643.25,1,1,0,64436,0
691,France,Male,26,9,136623.19,1,1,0,153228,0
828,France,Female,41,7,0.0,2,1,0,171379,0
671,Spain,Female,42,3,0.0,2,1,1,128449,0
609,France,Male,34,1,0.0,1,1,1,181178,0
510,Germany,Female,44,4,123070.89,1,1,0,28461,1
659,Germany,Female,30,8,154159.51,1,1,0,40441,0
719,France,Male,32,9,146605.27,1,1,1,77119,0
735,France,Female,33,4,0.0,2,1,0,149475,0
850,France,Male,35,9,102050.47,1,1,1,3770,0
586,Germany,Male,32,1,149814.54,1,1,0,31830,0
850,Germany,Male,30,5,123210.56,2,1,1,102180,0
684,Spain,Female,36,4,0.0,1,1,0,117039,0
610,Spain,Female,37,10,140363.95,2,1,1,129564,0
767,Spain,Male,47,5,0.0,1,1,0,121964,1
575,Spain,Female,22,8,105229.34,1,1,1,34397,0
727,France,Female,29,1,146652.01,1,1,1,173486,0
727,Germany,Male,34,2,146407.11,1,1,1,72074,0
551,Germany,Male,54,5,102994.04,1,1,0,176680,1
537,France,Male,39,2,0.0,2,1,1,137652,0
768,France,Female,36,5,180169.44,2,1,0,17349,0
729,Germany,Male,39,6,127415.85,1,1,1,184977,1
614,France,Female,19,5,97445.49,2,1,0,122823,0
738,France,Male,33,4,92676.3,1,1,0,105818,0
637,Spain,Female,45,2,157929.45,1,1,1,145134,1
559,Spain,Male,25,5,0.0,2,1,1,163221,0
733,Germany,Male,48,7,85915.52,1,1,1,23860,0
717,Germany,Female,64,10,98362.35,2,1,1,21630,0
728,Germany,Female,32,9,127772.1,2,1,1,152643,0
628,Germany,Female,45,6,53667.44,1,1,0,115023,0
816,Germany,Female,25,2,150355.35,2,1,1,35771,0
608,France,Female,47,6,0.0,1,1,1,126013,0
695,France,Male,46,7,49512.55,1,1,0,133007,0
791,France,Male,36,6,111168.97,1,1,1,189970,0
850,France,Male,30,6,86449.39,1,1,1,188809,0
557,France,Female,24,4,0.0,1,0,0,20516,0
736,France,Male,54,7,111729.47,2,0,1,84920,0
685,France,Female,33,1,0.0,3,0,1,70221,1
755,Germany,Female,45,7,135643.0,1,0,0,143620,1
689,France,Male,34,1,165312.27,1,1,0,155496,0
850,France,Male,29,1,0.0,2,0,0,152997,0
483,France,Female,44,5,136836.49,1,1,0,192360,1
721,Germany,Female,36,3,65253.07,2,1,0,28738,0
642,France,Male,40,8,109219.83,1,1,0,52828,0
469,Spain,Male,37,9,96776.49,1,1,1,119891,0
701,France,Female,34,3,105588.66,1,0,1,74694,0
721,France,Male,41,2,0.0,2,1,0,168220,0
525,Spain,Female,47,6,118560.0,1,1,0,82523,1
468,Germany,Male,29,1,111681.98,2,1,1,195711,0
796,Germany,Female,40,1,99745.95,1,1,0,177524,0
495,France,Male,47,10,137682.68,1,1,0,71071,0
603,France,Male,31,8,0.0,2,1,1,169915,0
795,Germany,Male,37,2,139265.63,2,1,1,198746,0
531,France,Female,42,2,0.0,2,0,1,90537,0
651,Germany,Female,24,7,40224.7,1,1,1,178341,0
544,France,Male,40,8,0.0,2,1,0,61581,0
580,Germany,Female,33,7,131647.01,2,0,0,79775,0
551,France,Female,45,6,0.0,2,1,1,51143,0
758,Spain,Female,40,5,93499.82,2,0,0,123219,0
666,Germany,Male,33,2,124125.26,1,1,0,81885,0
748,Spain,Male,58,9,122330.7,2,0,1,124429,0
498,Germany,Male,25,8,121702.73,1,1,1,132210,0
605,Germany,Female,43,8,125338.8,2,1,0,23970,0
710,Spain,Female,27,2,135277.96,1,1,0,142200,0
750,France,Male,22,5,0.0,2,0,1,105126,0
583,France,Male,39,1,129299.28,2,1,0,73108,0
553,Spain,Male,47,3,116528.15,1,0,0,145704,1
632,France,Male,40,5,147650.68,1,1,1,199675,0
708,Germany,Male,37,8,153366.13,1,1,1,26912,0
734,France,Female,40,9,176914.8,1,1,1,12799,0
651,Germany,Male,31,7,138008.06,2,1,0,129913,0
621,Spain,Male,50,3,163085.79,1,0,1,131048,0
711,Germany,Male,34,4,133467.77,2,1,1,42977,0
850,Germany,Female,30,3,104911.35,2,1,1,42933,0
503,Spain,Female,36,9,0.0,2,1,1,16275,0
680,France,Female,37,10,123806.28,1,1,0,81777,1
753,France,Female,39,7,155062.8,1,1,1,16461,0
792,Germany,Female,50,4,146710.76,1,1,0,16528,1
653,Spain,Female,27,6,107751.68,2,1,1,33389,0
722,Spain,Male,37,9,0.0,2,1,0,31922,0
547,France,Male,62,10,127738.75,2,1,1,85153,0
535,Germany,Female,53,5,141616.55,2,1,1,75889,0
623,Spain,Male,41,2,142412.13,1,1,0,28779,0
708,Spain,Male,46,7,68799.72,1,1,1,39704,0
629,Germany,Male,28,8,108601.0,1,1,1,119648,0
819,France,Female,39,9,133102.92,1,1,0,27046,1
623,France,Female,35,0,130557.24,1,1,1,47881,0
530,France,Female,45,1,0.0,1,0,1,190664,1
627,France,Male,27,1,62092.9,1,1,1,105887,0
716,France,Male,38,4,0.0,2,1,0,189679,0
698,Spain,Female,31,8,185078.26,1,0,0,115338,1
746,France,Male,36,7,142400.77,1,1,1,193439,0
698,Germany,Male,56,1,112414.81,2,0,0,93982,1
458,France,Female,39,9,0.0,2,1,0,116343,0
633,France,Male,35,3,0.0,2,1,1,36250,0
668,Germany,Male,47,7,106854.21,1,0,1,157959,1
693,Spain,Male,47,8,107604.66,1,1,1,80149,0
608,France,Male,59,1,0.0,1,1,0,70650,1
628,France,Male,33,6,0.0,2,0,0,184230,0
685,Spain,Female,30,2,0.0,3,1,1,172576,1
694,France,Female,38,5,195926.39,1,1,1,85523,0
648,Germany,Female,37,7,138503.51,2,1,0,57216,0
567,Spain,Male,35,8,153137.74,1,1,0,88659,0
645,Germany,Male,49,4,160133.88,1,0,1,88392,0
758,Spain,Male,61,2,0.0,2,1,1,43982,0
611,France,Male,38,7,0.0,1,1,1,63202,0
654,France,Male,29,7,0.0,2,1,1,149184,0
641,France,Male,37,7,0.0,2,1,0,75248,0
611,France,Female,40,2,125879.29,1,1,0,93203,0
528,Germany,Female,46,9,135555.66,1,1,0,133146,1
500,Spain,Female,50,5,0.0,4,1,1,83866,1
775,France,Male,60,7,0.0,2,1,1,111559,0
580,Germany,Male,45,2,179334.83,2,1,1,169304,0
577,Spain,Male,35,5,110080.3,1,1,1,109794,0
850,Spain,Male,30,2,0.0,2,0,1,27937,0
593,Spain,Male,27,10,0.0,3,0,0,94620,1
812,France,Male,44,4,115049.15,2,1,0,165038,0
588,Germany,Female,48,1,143279.58,2,1,0,31581,1
754,Germany,Female,39,8,129401.87,1,1,1,87685,0
527,France,Male,32,0,0.0,1,1,0,109524,0
651,France,Female,65,0,0.0,2,1,1,190454,0
743,Germany,Male,59,5,108585.35,1,1,1,192127,1
739,France,Female,30,6,0.0,1,0,0,122604,0
504,France,Female,32,8,206663.75,1,0,0,16282,0
776,France,Female,29,5,0.0,2,1,1,143301,0
597,Spain,Male,26,5,0.0,2,0,1,95159,0
630,France,Female,40,7,0.0,2,1,1,34453,0
665,Spain,Male,29,1,182781.74,2,1,1,63733,0
443,Spain,Male,36,6,70438.01,2,0,1,56937,0
430,France,Male,38,9,0.0,2,1,1,12051,0
718,Germany,Male,43,5,132615.73,2,1,0,32999,0
645,France,Male,42,6,0.0,1,0,0,149807,0
608,Germany,Male,26,1,106648.98,1,0,1,7064,0
597,Germany,Female,43,7,119127.46,2,1,0,55810,0
812,Germany,Male,25,5,54817.55,1,1,0,131660,0
713,France,Male,44,1,63438.91,1,1,0,64375,0
628,France,Male,25,7,0.0,2,1,1,195978,0
774,Spain,Male,32,9,0.0,2,1,0,10604,0
536,France,Male,46,1,65733.41,1,1,0,61095,0
561,France,Male,28,7,0.0,2,1,0,7797,0
846,Spain,Male,61,0,0.0,2,1,1,96202,0
534,France,Male,35,2,81951.74,2,1,0,115669,0
674,France,Male,37,3,0.0,1,1,0,158050,0
623,France,Female,37,4,140211.88,1,1,1,93832,0
608,Germany,Female,48,2,127924.25,2,1,0,32203,0
694,France,Male,42,3,156864.2,2,0,0,88891,0
715,France,Male,40,7,0.0,1,1,1,141359,0
819,France,Female,38,10,0.0,2,1,0,30499,0
610,France,Female,27,9,159561.93,1,0,1,103381,0
752,Germany,Female,38,10,101648.5,2,1,0,172001,0
677,Spain,Male,40,7,95312.8,1,1,1,62945,0
680,Spain,Female,34,7,0.0,2,1,0,98950,0
604,Spain,Female,41,10,0.0,2,1,1,166224,0
588,Spain,Female,35,7,0.0,2,1,1,108739,0
571,Germany,Female,66,9,111577.01,1,0,1,189272,0
480,Spain,Male,39,5,121626.9,1,1,1,82438,0
487,Spain,Male,44,6,61691.45,1,1,1,53088,0
545,Germany,Female,44,2,127536.44,1,1,0,108399,0
718,France,Female,35,2,167924.95,1,1,0,43025,0
704,Germany,Female,39,10,102556.18,2,1,0,171971,1
644,France,Male,28,7,155060.41,1,1,0,29180,0
756,France,Female,24,1,0.0,2,1,0,184182,0
537,Spain,Male,30,1,103138.17,1,1,1,96555,0
565,Germany,Male,33,8,130368.31,2,1,0,105642,0
784,Spain,Male,38,10,122267.85,1,0,0,145760,0
633,France,Female,26,8,124281.84,1,1,1,60117,0
600,Germany,Female,39,7,88477.36,2,1,0,58632,0
618,Germany,Female,29,10,100315.1,2,1,1,32527,0
667,France,Male,27,7,156811.74,1,1,1,149403,0
645,Germany,Female,59,8,121669.93,2,0,0,92,1
528,Spain,Male,43,7,97473.87,2,1,1,159823,0
797,France,Female,29,1,0.0,2,1,1,132975,0
535,France,Female,48,9,0.0,1,1,0,149893,1
642,France,Female,40,7,0.0,2,1,0,183963,0
728,Spain,Female,43,5,0.0,1,1,1,120088,0
850,Germany,Male,44,3,140393.65,2,0,1,186286,0
718,Spain,Male,28,6,0.0,2,1,0,146876,0
753,Germany,Female,47,1,131160.85,1,1,0,197445,0
679,France,Male,45,3,146758.24,1,1,0,48467,0
615,Germany,Male,43,3,86920.86,1,1,1,150048,0
775,Spain,Male,30,4,0.0,2,0,1,57461,0
688,Spain,Female,46,8,155681.72,1,1,0,26287,0
756,France,Female,32,4,0.0,2,1,0,147040,0
532,Spain,Female,37,5,0.0,2,0,1,6762,0
584,Germany,Male,32,8,40172.91,1,1,1,137439,0
725,France,Female,36,1,118851.05,1,1,1,102747,0
789,France,Female,27,8,66201.96,1,1,1,79458,0
750,France,Male,38,5,151532.4,1,1,1,46555,0
543,France,Female,31,2,147674.26,1,1,1,16659,0
649,Spain,Female,47,8,110783.28,1,1,1,71420,0
666,Spain,Male,43,5,0.0,2,1,0,29346,0
710,France,Female,36,4,116085.06,1,1,0,58602,0
756,France,Male,40,1,94773.11,1,1,0,114280,0
749,France,Male,40,1,139290.41,1,1,0,182855,1
541,France,Male,32,8,0.0,2,0,0,40889,0
584,Spain,Female,30,5,0.0,2,1,1,185202,0
609,France,Female,39,8,141675.23,1,0,1,175664,0
725,Germany,Female,33,7,115182.84,2,1,1,177279,0
562,France,Female,57,3,0.0,3,1,0,6555,1
730,France,Female,32,9,127661.69,1,0,0,60906,0
595,Spain,Female,30,5,100683.54,1,1,1,178361,0
591,France,Male,42,9,161651.37,2,1,1,131754,0
644,France,Male,33,9,141234.98,1,1,0,95673,0
682,France,Female,43,5,125851.93,1,1,1,193318,0
810,France,Male,33,6,0.0,2,1,1,77966,0
728,Germany,Female,33,9,150412.14,2,1,0,170764,0
737,Spain,Female,39,7,130051.66,2,0,0,55356,1
732,France,Female,36,9,0.0,1,0,0,3749,1
604,Spain,Male,40,5,155455.43,1,0,1,113582,0
773,France,Male,41,4,0.0,2,1,1,24925,0
602,France,Female,56,3,115895.22,3,1,0,4176,1
775,France,Male,40,9,126212.64,1,1,0,70197,0
634,France,Female,41,8,68213.99,1,1,1,6382,0
695,France,Female,50,8,0.0,1,1,0,126382,1
841,France,Male,34,4,0.0,2,1,0,141583,0
599,France,Female,43,4,0.0,1,1,0,170347,0
651,Germany,Male,40,1,134760.21,2,0,0,174434,1
746,Spain,Male,36,2,0.0,2,1,1,16437,0
516,France,Male,37,8,0.0,1,1,0,101835,0
850,Germany,Female,27,8,111837.78,2,1,1,110806,0
559,Spain,Female,40,5,139129.44,1,0,1,32636,0
822,France,Male,38,6,128289.7,3,1,0,9150,1
603,Germany,Male,44,6,108122.39,2,1,0,108488,1
679,France,Male,42,1,0.0,2,0,0,71823,0
715,France,Male,28,7,160376.61,1,0,0,196853,0
720,France,Female,34,3,118307.57,2,1,1,136120,0
597,France,Male,45,7,0.0,2,0,0,167756,0
706,Germany,Male,23,2,93301.97,2,0,1,127187,0
580,Germany,Female,36,3,74974.89,1,1,1,12100,0
630,France,Male,50,1,81947.76,1,0,1,63606,1
704,France,Male,32,7,127785.17,4,0,0,184465,1
591,Spain,Male,36,7,135216.8,1,1,1,122023,0
696,France,Female,25,8,126442.59,1,1,0,121904,0
586,France,Female,35,7,0.0,2,1,0,70761,0
492,France,Female,31,7,0.0,2,1,1,49463,0
683,France,Male,72,3,140997.26,1,0,1,52876,0
579,Spain,Female,39,2,151963.26,2,1,0,158949,0
811,France,Female,45,5,0.0,2,1,1,146123,0
